Observation Number,Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
1441,11 01 2018 03:30,494.7366028,6.022462845,631.5941791,209.9143982
1442,11 01 2018 03:40,536.3242188,6.19164896,690.5731721,197.8713074
1443,11 01 2018 03:50,681.2307739,6.357507229,751.3712578,194.5547028
1444,11 01 2018 04:00,664.9816284,6.331501007,741.64198,198.0097961
1445,11 01 2018 04:10,891.1411133,6.833683968,942.8437541,203.0960999
1446,11 01 2018 04:20,1319.983032,7.962143898,1508.393117,203.2133026
1447,11 01 2018 04:30,1471.79895,8.221513748,1659.284444,197.0386047
1448,11 01 2018 04:40,1247.624023,7.813747883,1425.210328,198.4971924
1449,11 01 2018 04:50,694.7996216,6.60129118,846.185252,193.4008942
1450,11 01 2018 05:00,1068.959961,7.376666069,1194.991609,193.8800964
1451,11 01 2018 05:10,627.7581177,6.391584873,764.2314244,187.3292999
1452,11 01 2018 05:20,454.7786865,5.897237778,590.8656356,180.2850037
1453,11 01 2018 05:30,446.8510132,5.863586903,579.92965,170.384903
1454,11 01 2018 05:40,981.527771,7.182207108,1100.166518,181.0054932
1455,11 01 2018 05:50,596.6862183,6.128852844,668.3251305,177.1802063
1456,11 01 2018 06:00,100.2984009,4.057250023,133.70249,169.3887939
1457,11 01 2018 06:10,140.3307037,4.179022789,156.9741283,181.822998
1458,11 01 2018 06:20,233.2548981,4.793194771,286.7724804,189.383606
1459,11 01 2018 06:30,137.0063934,4.390676975,199.2112925,187.8746948
1460,11 01 2018 06:40,114.788002,4.228185177,166.5751054,198.9326935
1461,11 01 2018 06:50,121.4857025,4.258862019,172.6286034,192.1172943
1462,11 01 2018 07:00,230.169693,4.900619984,311.955305,196.9026031
1463,11 01 2018 07:10,248.4429016,5.146485806,372.8184889,181.3276062
1464,11 01 2018 07:20,159.7536011,4.556169987,233.9845861,174.8497925
1465,11 01 2018 07:30,299.6246033,5.319112778,418.4380708,178.6730957
1466,11 01 2018 07:40,290.5631104,5.178384781,381.0623224,166.2382965
1467,11 01 2018 07:50,234.2245941,4.788315773,285.6480448,166.1195984
1468,11 01 2018 08:00,276.630188,4.914486885,315.2664121,172.9880066
1469,11 01 2018 08:10,420.5224915,5.57296896,490.2377243,166.3986053
1470,11 01 2018 08:20,430.6278992,5.782372952,554.0174729,161.4102936
1471,11 01 2018 08:30,1131.89502,7.909526825,1478.619856,149.8544006
1472,11 01 2018 08:40,1633.588989,8.603092194,1891.937444,151.0442047
1473,11 01 2018 08:50,2047.962036,9.22633934,2290.804198,157.3379974
1474,11 01 2018 09:00,2396.175049,10.30049038,2965.222707,154.1699982
1475,11 01 2018 09:10,558.4265137,10.87994003,3228.384864,166.7559052
1476,11 01 2018 09:20,0,10.97155952,3262.307881,167.217804
1477,11 01 2018 09:30,0,10.52649021,3078.324921,0
1478,11 01 2018 09:40,0,10.43214035,3032.81204,179.2700043
1479,11 01 2018 09:50,0,0,0,0
1480,11 01 2018 10:00,0,9.113118172,2217.154355,0
1481,11 01 2018 10:10,0,8.876641273,2064.79063,179.7700958
1482,11 01 2018 10:20,0,8.368033409,1747.266451,176.7324066
1483,11 01 2018 10:30,0,8.779058456,2002.649729,174.5265961
1484,11 01 2018 10:40,0,8.299936295,1706.148518,0
1485,11 01 2018 10:50,524.5814819,8.147626877,1615.6357,170.9642944
1486,11 01 2018 11:00,1536.473999,8.097557068,1586.348754,173.0661011
1487,11 01 2018 11:10,1421.634033,7.76677084,1399.399569,170.7532959
1488,11 01 2018 11:20,1869.27002,8.603107452,1891.946962,175.4382935
1489,11 01 2018 11:30,2189.730957,9.236798286,2297.625616,183.3618927
1490,11 01 2018 11:40,2280.789063,9.101119995,2209.372587,187.9906006
1491,11 01 2018 11:50,2427.85791,9.372789383,2386.540983,190.2223969
1492,11 01 2018 12:00,2178.084961,8.834570885,2037.940727,193.5021057
1493,11 01 2018 12:10,2496.608887,9.403022766,2406.354781,191.8522949
1494,11 01 2018 12:20,3012.137939,10.54265022,3085.881377,186.0681
1495,11 01 2018 12:30,3042.054932,10.64976025,3134.240321,185.2176971
1496,11 01 2018 12:40,2529.969971,9.841424942,2689.496598,184.3594055
1497,11 01 2018 12:50,1848.623047,8.907418251,2084.486885,183.7055054
1498,11 01 2018 13:00,1939.584961,9.060670853,2183.174322,181.4067993
1499,11 01 2018 13:10,1850.525024,8.694945335,1949.497886,176.2440033
1500,11 01 2018 13:20,1630.327026,8.452195168,1798.597672,177.8480072
1501,11 01 2018 13:30,1564.635986,8.372102737,1749.735578,176.4732971
1502,11 01 2018 13:40,1495.447998,8.434202194,1787.577571,178.8580017
1503,11 01 2018 13:50,1564.937012,8.301309586,1706.973911,180.7021027
1504,11 01 2018 14:00,1826.542969,8.443800926,1793.45343,173.3034973
1505,11 01 2018 14:10,1634.281006,7.997996807,1528.84976,174.3643951
1506,11 01 2018 14:20,1096.198975,7.04429388,1036.053507,175.2480011
1507,11 01 2018 14:30,668.4063721,6.102748871,659.2008172,174.9653015
1508,11 01 2018 14:40,1015.635986,7.125144958,1073.333834,168.9145966
1509,11 01 2018 14:50,1208.708008,7.513940811,1265.160083,167.1569977
1510,11 01 2018 15:00,1104.777954,7.259142876,1137.046482,162.860199
1511,11 01 2018 15:10,522.387085,6.121085167,665.6024269,153.0785065
1512,11 01 2018 15:20,536.397522,5.847766876,574.829029,150.9020996
1513,11 01 2018 15:30,403.032196,5.4857831,464.9194381,151.0437012
1514,11 01 2018 15:40,640.2962036,6.159699917,679.2012262,162.7156067
1515,11 01 2018 15:50,856.3256226,6.548974991,825.2815711,168.7527008
1516,11 01 2018 16:00,932.4849854,6.689681053,882.2090936,168.9024048
1517,11 01 2018 16:10,1376.750977,7.475801945,1245.44574,173.5821075
1518,11 01 2018 16:20,1003.030029,6.926990986,983.458515,179.8769989
1519,11 01 2018 16:30,1134.967041,7.114134789,1068.206544,180.6213989
1520,11 01 2018 16:40,1507.255981,7.811076164,1423.735473,178.1278992
1521,11 01 2018 16:50,1651.055054,8.149044037,1616.468116,177.3802032
1522,11 01 2018 17:00,2031.52002,8.967650414,2123.15765,184.5531006
1523,11 01 2018 17:10,1308.488037,7.534730911,1275.886726,191.6233978
1524,11 01 2018 17:20,1793.678955,8.688857079,1945.666549,191.0944061
1525,11 01 2018 17:30,2084.773926,9.220047951,2286.702238,188.0944977
1526,11 01 2018 17:40,1890.524048,8.858812332,2053.401327,190.2460938
1527,11 01 2018 17:50,1741.109985,8.640852928,1915.536512,193.6636963
1528,11 01 2018 18:00,1914.267944,8.720710754,1965.736306,194.3453979
1529,11 01 2018 18:10,1854.572998,8.379948616,1754.499928,195.358902
1530,11 01 2018 18:20,2271.259033,9.23681736,2297.638058,196.4644012
1531,11 01 2018 18:30,2043.265015,8.851280212,2048.594397,198.8506927
1532,11 01 2018 18:40,1447.266968,7.775500774,1404.176431,197.9246979
1533,11 01 2018 18:50,1580.005981,7.915802002,1482.154871,200.3072052
1534,11 01 2018 19:00,1791.380005,8.265461922,1685.481109,205.3674927
1535,11 01 2018 19:10,1653.026001,7.958837032,1506.51316,204.9208984
1536,11 01 2018 19:20,1328.930054,7.493228912,1254.468967,203.0868073
1537,11 01 2018 19:30,1725.38501,8.259368896,1681.839016,206.1313934
1538,11 01 2018 19:40,1846.192993,8.248199463,1675.170946,208.1931
1539,11 01 2018 19:50,2199.105957,9.195905685,2270.971241,210.3159027
1540,11 01 2018 20:00,2437.365967,9.709180832,2597.608844,212.0375061
1541,11 01 2018 20:10,2277.193115,9.503987312,2443.052808,214.2837982
1542,11 01 2018 20:20,2043.82605,9.010520935,2150.775546,217.177002
1543,11 01 2018 20:30,1720.475952,8.230665207,1664.725332,217.9515991
1544,11 01 2018 20:40,1338.25,7.760880947,1396.181845,212.404007
1545,11 01 2018 20:50,1169.993042,7.305148125,1159.49395,208.694397
1546,11 01 2018 21:00,1002.460022,6.916697979,978.9258048,210.1862946
1547,11 01 2018 21:10,1104.290039,7.240090847,1127.837466,214.3834076
1548,11 01 2018 21:20,1476.498047,7.971399784,1513.661279,212.9295959
1549,11 01 2018 21:30,1741.936035,8.475605011,1812.971746,211.087204
1550,11 01 2018 21:40,2146.961914,9.212332726,2281.673345,210.5700073
1551,11 01 2018 21:50,2310.988037,9.474656105,2453.349141,211.905899
1552,11 01 2018 22:00,2091.774902,9.044733047,2172.867655,210.2301941
1553,11 01 2018 22:10,1835.990967,8.478246689,1814.596331,211.6246948
1554,11 01 2018 22:20,1466.797974,7.758695126,1394.988754,211.2308044
1555,11 01 2018 22:30,922.7778931,6.84911108,949.4857747,214.9833069
1556,11 01 2018 22:40,1008.106995,7.117507935,1069.775666,212.2958069
1557,11 01 2018 22:50,943.1107788,6.9161129,978.6685481,213.7174988
1558,11 01 2018 23:00,1140.557983,7.234817028,1125.297235,215.9653015
1559,11 01 2018 23:10,827.2052002,6.503695965,807.4373786,217.1300964
1560,11 01 2018 23:20,801.1237183,6.478253841,797.5108459,218.6679993
1561,11 01 2018 23:30,679.8209839,6.170815945,683.1454729,223.0005035
1562,11 01 2018 23:40,697.1594238,6.311348915,734.1531987,223.9819031
1563,11 01 2018 23:50,801.9691162,6.539237022,821.424577,219.0693054
1564,12 01 2018 00:00,728.5720215,6.392261028,764.4878709,223.786499
1565,12 01 2018 00:10,346.6856995,5.149363995,373.5589302,229.6235962
1566,12 01 2018 00:20,197.9606018,4.34602499,190.1001831,230.7418976
1567,12 01 2018 00:30,244.2593994,4.566956043,236.3081274,233.2050018
1568,12 01 2018 00:40,140.9369049,3.991632938,126.3991248,231.7640991
1569,12 01 2018 00:50,22.84959984,2.986603022,0,240.8435974
1570,12 01 2018 01:00,0,3.29580307,32.46565474,249.9609985
1571,12 01 2018 01:10,35.46245956,3.737477064,83.10905966,238.490799
1572,12 01 2018 01:20,27.05590057,3.188169003,24.85401396,236.9517975
1573,12 01 2018 01:30,1.006333947,2.305002928,0,241.6660004
1574,12 01 2018 01:40,0,2.537512064,0,216.3036041
1575,12 01 2018 01:50,0,3.172410965,23.89519415,203.3421936
1576,12 01 2018 02:00,0,3.756150961,85.93797281,210.680603
1577,12 01 2018 02:10,0,3.418672085,43.42041188,218.287796
1578,12 01 2018 02:30,0,2.750339985,0,0
1579,12 01 2018 02:40,0,3.236390114,28.03490652,208.210495
1580,12 01 2018 02:50,0,2.912616014,0,218.9118042
1581,12 01 2018 03:00,40.17253876,4.096304893,141.0893502,216.0070953
1582,12 01 2018 03:10,82.41780853,4.053240776,132.9481676,213.0892944
1583,12 01 2018 03:20,61.1172905,3.830120087,97.69179144,209.2444
1584,12 01 2018 03:30,33.36175919,3.378752947,39.59639788,212.5930939
1585,12 01 2018 03:40,-0.331466705,2.574091911,0,214.811203
1586,12 01 2018 03:50,0,2.761972904,0,205.7292938
1587,12 01 2018 04:00,0,3.271774054,30.60566061,198.9067993
1588,12 01 2018 04:10,0,2.595573902,0,203.4169006
1589,12 01 2018 04:20,7.744999886,3.41699791,43.25491363,195.5605011
1590,12 01 2018 04:30,-0.958999574,3.333947897,35.60802853,206.1304016
1591,12 01 2018 04:40,45.11072922,3.692104101,76.46797819,201.9600067
1592,12 01 2018 04:50,96.53627777,4.303627014,181.550673,192.4131012
1593,12 01 2018 05:00,15.84786034,3.067430019,18.52150522,196.4884949
1594,12 01 2018 05:10,2.556333065,2.88232708,0,203.4830017
1595,12 01 2018 05:20,0,2.50823307,0,227.8419952
1596,12 01 2018 05:30,0,2.258174896,0,206.0650024
1597,12 01 2018 05:40,0,3.059196949,18.17464467,196.8937988
1598,12 01 2018 05:50,0,3.703006983,78.03372888,192.3813934
1599,12 01 2018 06:00,51.47705078,3.672606945,73.71543044,193.7613983
1600,12 01 2018 06:10,41.88864899,3.754401922,85.67064233,194.6878967
1601,12 01 2018 06:20,0,3.306550026,33.3274343,179.5001068
1602,12 01 2018 06:30,0,1.852962017,0,184.2171021
1603,12 01 2018 06:40,0,1.279314041,0,186.4302979
1604,12 01 2018 06:50,0,1.069210052,0,195.5646057
1605,12 01 2018 07:00,0,2.529333115,0,191.3657074
1606,12 01 2018 07:10,0,3.251204967,29.08687382,178.6394043
1607,12 01 2018 07:20,0,3.617080927,66.20969929,169.3132019
1608,12 01 2018 07:30,0,1.869142056,0,177.971405
1609,12 01 2018 07:40,0,2.039597988,0,197.8168945
1610,12 01 2018 07:50,0,2.118112087,0,205.7834015
1611,12 01 2018 08:00,0,1.580721021,0,201.4756927
1612,12 01 2018 08:10,0,2.061593056,0,188.6387024
1613,12 01 2018 08:20,0,2.260338068,0,184.0565948
1614,12 01 2018 08:30,0,2.033643007,0,203.4190979
1615,12 01 2018 08:40,0,1.852815032,0,209.5276031
1616,12 01 2018 08:50,0,1.150482059,0,205.175705
1617,12 01 2018 09:00,0,0.728607714,0,167.4687958
1618,12 01 2018 09:10,0,0.866834402,0,204.2868042
1619,12 01 2018 09:20,0,1.235592961,0,202.5274963
1620,12 01 2018 09:30,0,1.645431995,0,237.6976013
1621,12 01 2018 09:40,0,2.470777988,0,211.2561951
1622,12 01 2018 09:50,0,2.463659048,0,217.3231964
1623,12 01 2018 10:00,0,3.721769094,80.77266108,215.2071991
1624,12 01 2018 10:10,0,2.806461096,0,211.5695953
1625,12 01 2018 10:20,0,2.301358938,0,220.9586945
1626,12 01 2018 10:30,0,1.366551042,0,211.5955048
1627,12 01 2018 10:40,0,0.89463383,0,242.8296051
1628,12 01 2018 10:50,0,1.607005954,0,233.6033936
1629,12 01 2018 11:00,0,1.663730025,0,199.7872009
1630,12 01 2018 11:10,0,2.189532995,0,206.6253967
1631,12 01 2018 11:20,0,1.669721961,0,189.3251953
1632,12 01 2018 11:30,0,3.074171066,18.81358189,217.9042053
1633,12 01 2018 11:40,0,3.457597017,47.39470697,226.4512024
1634,12 01 2018 11:50,3.167865992,3.226833105,27.37491997,229.094101
1635,12 01 2018 12:00,0,2.259043932,0,238.8278046
1636,12 01 2018 12:10,0,1.128046989,0,258.9124146
1637,12 01 2018 12:20,0,2.065155029,0,255.7433929
1638,12 01 2018 12:30,0,1.731896043,0,252.4593048
1639,12 01 2018 12:40,0,1.547610998,0,257.603302
1640,12 01 2018 12:50,0,1.369529963,0,306.5241089
1641,12 01 2018 13:00,0,1.280812979,0,298.9986877
1642,12 01 2018 13:10,0,1.701560974,0,286.6830139
1643,12 01 2018 13:20,0,1.770290017,0,288.5098877
1644,12 01 2018 13:30,0,1.513280988,0,297.0770874
1645,12 01 2018 13:40,0,1.766976953,0,298.8493042
1646,12 01 2018 13:50,0,1.653411031,0,298.9989929
1647,12 01 2018 14:00,0,1.954838991,0,291.9960938
1648,12 01 2018 14:10,0,1.837846994,0,302.9447937
1649,12 01 2018 14:20,0,1.927641988,0,307.5950928
1650,12 01 2018 14:30,0,1.732272983,0,306.1805115
1651,12 01 2018 14:40,0,1.831851959,0,324.4772949
1652,12 01 2018 14:50,0,1.958502054,0,325.3395081
1653,12 01 2018 15:00,0,1.937886953,0,318.2612915
1654,12 01 2018 15:10,0,1.578250051,0,332.4753113
1655,12 01 2018 15:20,0,1.89872098,0,357.3452148
1656,12 01 2018 15:30,0,2.009414911,0,15.34541035
1657,12 01 2018 15:40,0,1.757040024,0,18.24617004
1658,12 01 2018 15:50,0,2.046329021,0,25.33651924
1659,12 01 2018 16:00,0,2.633063078,0,12.32909966
1660,12 01 2018 16:10,0,2.014453888,0,46.79558182
1661,12 01 2018 16:20,0,1.683606982,0,65.95128632
1662,12 01 2018 16:30,0,1.865905046,0,61.81348038
1663,12 01 2018 16:40,0,2.33595109,0,69.03933716
1664,12 01 2018 16:50,0,2.828371048,0,72.9213028
1665,12 01 2018 17:00,0,2.381402016,0,69.18496704
1666,12 01 2018 17:10,0,2.435214996,0,62.94485092
1667,12 01 2018 17:20,0,2.474698067,0,58.58187866
1668,12 01 2018 17:30,0,2.902802944,0,56.04880905
1669,12 01 2018 17:40,0,3.818686962,95.81785014,55.09051132
1670,12 01 2018 17:50,37.31819916,3.813918114,95.0423953,46.78144073
1671,12 01 2018 18:00,39.2279892,3.539768934,56.58064609,35.28268051
1672,12 01 2018 18:10,83.36720276,3.684020996,75.31944972,29.37000084
1673,12 01 2018 18:20,372.3539124,5.196488857,385.7779796,24.87668037
1674,12 01 2018 18:30,370.7796021,5.087099075,357.6887588,34.07735062
1675,12 01 2018 18:40,193.8451996,4.317318916,184.3009576,33.56103897
1676,12 01 2018 18:50,164.5513,4.265349865,173.9151301,42.57110977
1677,12 01 2018 19:00,411.6083069,5.268417835,404.7819839,50.3271904
1678,12 01 2018 19:10,781.2047729,6.365681171,754.4444054,61.78839874
1679,12 01 2018 19:20,663.6558228,6.01602602,629.4106839,62.5736618
1680,12 01 2018 19:30,397.9407959,5.338869095,423.819751,59.76343918
1681,12 01 2018 19:40,225.5791931,4.497951984,221.5663301,52.09217072
1682,12 01 2018 19:50,255.9037018,4.651455879,254.7644962,50.33544922
1683,12 01 2018 20:00,217.4463043,4.567403793,236.4047381,52.23003006
1684,12 01 2018 20:10,207.2315063,4.507339954,223.5549386,59.19908142
1685,12 01 2018 20:20,183.1826019,4.35807085,192.547172,60.28544998
1686,12 01 2018 20:30,250.0052948,4.762954235,279.8295745,61.9916687
1687,12 01 2018 20:40,299.9541016,4.972180843,329.194651,60.52375031
1688,12 01 2018 20:50,282.9833069,4.866295815,303.8195053,66.36049652
1689,12 01 2018 21:00,258.7084961,4.75466013,277.9363066,66.02411652
1690,12 01 2018 21:10,310.6908875,4.913588047,315.0513635,66.95031738
1691,12 01 2018 21:20,364.0643921,5.171933174,379.3883231,63.11690903
1692,12 01 2018 21:30,327.4386902,5.072480202,354.0072427,64.56555176
1693,12 01 2018 21:40,284.5905151,4.863729,303.2145094,65.62474823
1694,12 01 2018 21:50,291.3023987,4.931485176,319.3444535,66.84069061
1695,12 01 2018 22:00,301.5545044,4.988963127,333.2928286,67.57539368
1696,12 01 2018 22:10,366.1124878,5.161118984,376.5899685,65.11303711
1697,12 01 2018 22:20,452.8363953,5.438509941,451.4838818,62.81476974
1698,12 01 2018 22:30,555.0496216,5.735558987,539.3848656,65.5859375
1699,12 01 2018 22:40,700.6447754,6.106021881,660.340864,66.55658722
1700,12 01 2018 22:50,739.3690796,6.122786999,666.1983964,61.93339157
1701,12 01 2018 23:00,670.2421875,5.970517159,615.0921561,56.54870987
1702,12 01 2018 23:10,639.0324707,5.90183115,592.3675771,60.3712616
1703,12 01 2018 23:20,832.4177856,6.314788818,735.4284025,61.00725174
1704,12 01 2018 23:30,752.1906128,6.212303162,697.983012,61.24840164
1705,12 01 2018 23:40,552.4729004,5.646367073,512.1072167,56.70261002
1706,12 01 2018 23:50,678.5598755,6.024518013,632.2922649,57.3397789
1707,13 01 2018 00:00,777.2919922,6.258107185,714.5788295,60.68690872
1708,13 01 2018 00:10,875.7213135,6.326229095,739.678624,55.81758881
1709,13 01 2018 00:20,659.1486206,5.796611786,558.5118617,54.75746155
1710,13 01 2018 00:30,639.2755737,5.897904873,591.0836253,53.02251816
1711,13 01 2018 00:40,685.5474243,6.024456024,632.2712023,52.58990097
1712,13 01 2018 00:50,574.6569214,5.658778191,515.8563364,51.86700058
1713,13 01 2018 01:00,855.3972168,6.425879955,777.3015843,57.33806992
1714,13 01 2018 01:10,969.8280029,6.653855801,867.5004762,57.78741837
1715,13 01 2018 01:20,923.2561035,6.516151905,812.3234018,57.43635178
1716,13 01 2018 01:30,930.7728882,6.542150021,822.5772387,58.94919968
1717,13 01 2018 01:40,1014.497009,6.647768021,865.0157048,57.08433914
1718,13 01 2018 01:50,785.163208,6.188592911,689.4806749,54.43610001
1719,13 01 2018 02:00,951.3074951,6.459283829,790.1560799,51.45763016
1720,13 01 2018 02:10,953.6461182,6.460101128,790.4721321,54.4936409
1721,13 01 2018 02:20,1070.036011,6.764049053,913.2175461,53.46863174
1722,13 01 2018 02:30,1072.849976,6.887567997,966.1686673,56.67377853
1723,13 01 2018 02:40,1154.293945,7.018945217,1024.540082,54.07608032
1724,13 01 2018 02:50,1527.715942,7.497120857,1256.490513,50.88619995
1725,13 01 2018 03:00,1060.425049,6.865095139,956.3979391,55.8483696
1726,13 01 2018 03:10,1679.468994,7.925416946,1487.579638,56.38336182
1727,13 01 2018 03:20,1425.993042,7.385661125,1199.509033,53.3940506
1728,13 01 2018 03:30,1928.474976,8.42654705,1782.896509,58.71728897
1729,13 01 2018 03:40,2247.176025,8.900672913,2080.166303,61.75883102
1730,13 01 2018 03:50,2120.371094,8.474825859,1812.492679,58.99298096
1731,13 01 2018 04:00,1928.779053,8.117819786,1598.171801,58.81710815
1732,13 01 2018 04:10,2149.746094,8.462077141,1804.660415,57.5080719
1733,13 01 2018 04:20,1987.137939,8.483652115,1817.922168,57.48067093
1734,13 01 2018 04:30,2182.110107,8.708120346,1957.796448,54.40100861
1735,13 01 2018 04:40,2750.666016,10.20090008,2910.821345,59.55500031
1736,13 01 2018 04:50,2709.11499,10.23466969,2929.590444,60.15219116
1737,13 01 2018 05:00,2611.797119,9.970438957,2773.584374,58.86643982
1738,13 01 2018 05:10,2800.270996,10.50901031,3070.073268,59.10416031
1739,13 01 2018 05:20,2522.948975,9.640219688,2547.325398,59.10845947
1740,13 01 2018 05:30,2831.955078,10.4998703,3065.726157,59.01985931
1741,13 01 2018 05:40,2410.61499,9.306689262,2343.275341,58.24116135
1742,13 01 2018 05:50,2732.243896,10.27982998,2954.172332,59.82239914
1743,13 01 2018 06:00,2527.843018,9.684203148,2579.586679,59.28673172
1744,13 01 2018 06:10,2882.062988,10.53862953,3084.007748,59.7088089
